Kepler-278 System,http://bit.ly/2Iz4jPB,Kepler-278,0.0,2045358.0,4991.0,http://bit.ly/336nzNZ,Kepler-278 c,22877.44,0.0,4.3981774074E7,0.0,51.078775,http://bit.ly/2Q2PngD
Kepler-1639 System,http://bit.ly/2Iz4jPB,Kepler-1639,2.2275904000000002E30,820926.0,6150.0,http://bit.ly/336nzNZ,Kepler-1639 b,16443.16,0.0,0.0,0.0,9.878482,http://bit.ly/2Q2PngD
HD 148156 System,http://bit.ly/2Iz4jPB,HD 148156,2.4264823999999998E30,841797.0,6308.0,http://bit.ly/336nzNZ,HD 148156 b,0.0,1.6132999999999999E27,3.6651478395000005E8,0.52,1027.0,http://bit.ly/2Q2PngD
KELT-9 System,http://bit.ly/2Iz4jPB,KELT-9,5.0120784E30,1641852.0,10170.0,http://bit.ly/336nzNZ,KELT-9 b,135191.372,5.46624E27,5179078.29402,0.0,1.4811235,http://bit.ly/2Q2PngD
Kepler-1136 System,http://bit.ly/2Iz4jPB,Kepler-1136,1.4320224E30,473076.00000000006,4512.0,http://bit.ly/336nzNZ,Kepler-1136 b,10437.831999999999,0.0,0.0,0.0,2.36172433,http://bit.ly/2Q2PngD
HD 38529 System,http://bit.ly/2Iz4jPB,HD 38529,2.8043772E30,1780992.0,5541.0,http://bit.ly/336nzNZ,HD 38529 b,0.0,1.512706E27,1.93579645074E7,0.28,14.30944,http://bit.ly/2Q2PngD
HD 38529 System,http://bit.ly/2Iz4jPB,HD 38529,2.8043772E30,1780992.0,5541.0,http://bit.ly/336nzNZ,HD 38529 c,0.0,2.465502E28,5.4453625044E8,0.3407,2136.1,http://bit.ly/2Q2PngD
HD 28678 System,http://bit.ly/2Iz4jPB,HD 28678,3.0430475999999997E30,4508136.0,4972.0,http://bit.ly/336nzNZ,HD 28678 b,0.0,2.926716E27,1.7652548778E8,0.149,380.2,http://bit.ly/2Q2PngD
Kepler-44 System,http://bit.ly/2Iz4jPB,Kepler-44,2.2275904000000002E30,939195.0000000001,5800.0,http://bit.ly/336nzNZ,Kepler-44 b,77926.28,1.898E27,6672065.0466,0.066,3.2467293,http://bit.ly/2Q2PngD
WASP-170 System,http://bit.ly/2Iz4jPB,WASP-170,1.8496956E30,653958.0,5600.0,http://bit.ly/336nzNZ,WASP-170 b,78355.232,3.0368E27,5041448.2527,0.0,2.34478022,http://bit.ly/2Q2PngD
K2-122 System,http://bit.ly/2Iz4jPB,K2-122,1.2331304E30,417420.0,4027.0,http://bit.ly/336nzNZ,K2-122 b,7721.1359999999995,0.0,4263539.3235,0.0,2.219282,http://bit.ly/2Q2PngD
K2-278 System,http://bit.ly/2Iz4jPB,K2-278,2.7844879999999997E30,1120077.0,6747.0,http://bit.ly/336nzNZ,K2-278 b,19016.872,0.0,7300376.104800001,0.0,3.334966,http://bit.ly/2Q2PngD
Kepler-55 System,http://bit.ly/2Iz4jPB,Kepler-55,0.0,431334.0,4503.0,http://bit.ly/336nzNZ,Kepler-55 b,15513.764,2.82802E27,0.0,0.0,27.9481449,http://bit.ly/2Q2PngD
Kepler-55 System,http://bit.ly/2Iz4jPB,Kepler-55,0.0,431334.0,4503.0,http://bit.ly/336nzNZ,Kepler-55 c,14083.924,2.10678E27,0.0,0.0,42.1516418,http://bit.ly/2Q2PngD
Kepler-55 System,http://bit.ly/2Iz4jPB,Kepler-55,0.0,431334.0,4503.0,http://bit.ly/336nzNZ,Kepler-55 d,10151.864,0.0,4338338.259000001,0.0,2.211099,http://bit.ly/2Q2PngD
Kepler-55 System,http://bit.ly/2Iz4jPB,Kepler-55,0.0,431334.0,4503.0,http://bit.ly/336nzNZ,Kepler-55 e,9865.896,0.0,7180697.808,0.0,4.617534,http://bit.ly/2Q2PngD
Kepler-55 System,http://bit.ly/2Iz4jPB,Kepler-55,0.0,431334.0,4503.0,http://bit.ly/336nzNZ,Kepler-55 f,10151.864,0.0,1.2117427551E7,0.0,10.198545,http://bit.ly/2Q2PngD
Kepler-182 System,http://bit.ly/2Iz4jPB,Kepler-182,0.0,800054.9999999999,6250.0,http://bit.ly/336nzNZ,Kepler-182 b,16443.16,0.0,1.4361395616E7,0.0,9.825792,http://bit.ly/2Q2PngD
Kepler-182 System,http://bit.ly/2Iz4jPB,Kepler-182,0.0,800054.9999999999,6250.0,http://bit.ly/336nzNZ,Kepler-182 c,21876.552,0.0,2.3486865747E7,0.0,20.684342,http://bit.ly/2Q2PngD
Kepler-1304 System,http://bit.ly/2Iz4jPB,Kepler-1304,1.690582E30,563517.0,5259.0,http://bit.ly/336nzNZ,Kepler-1304 b,14584.367999999999,0.0,0.0,0.0,16.1288853,http://bit.ly/2Q2PngD
Kepler-171 System,http://bit.ly/2Iz4jPB,Kepler-171,0.0,584388.0,5642.0,http://bit.ly/336nzNZ,Kepler-171 b,14941.828,0.0,7479893.550000001,0.0,4.166972,http://bit.ly/2Q2PngD
Kepler-171 System,http://bit.ly/2Iz4jPB,Kepler-171,0.0,584388.0,5642.0,http://bit.ly/336nzNZ,Kepler-171 c,16300.176000000001,0.0,1.4660591358000001E7,0.0,11.463462,http://bit.ly/2Q2PngD
Kepler-171 System,http://bit.ly/2Iz4jPB,Kepler-171,0.0,584388.0,5642.0,http://bit.ly/336nzNZ,Kepler-171 d,12082.148000000001,0.0,3.3360325233E7,0.0,39.595519,http://bit.ly/2Q2PngD
1RXS J160929.1-210524 System,http://bit.ly/2Iz4jPB,1RXS J160929.1-210524,1.690582E30,0.0,4060.0,http://bit.ly/336nzNZ,1RXS J160929.1-210524 b,0.0,1.5184E28,4.936729743E10,0.0,0.0,http://bit.ly/2Q2PngD
Kepler-66 System,http://bit.ly/2Iz4jPB,Kepler-66,2.0684768E30,674829.0,5962.0,http://bit.ly/336nzNZ,Kepler-66 b,17873.0,0.0,2.0225632159199998E7,0.0,17.815815,http://bit.ly/2Q2PngD
Kepler-8 System,http://bit.ly/2Iz4jPB,Kepler-8,2.4065931999999998E30,1036593.0,6213.0,http://bit.ly/336nzNZ,Kepler-8 b,101232.67199999999,1.1198199999999999E27,7090939.085399999,0.0,3.5224991,http://bit.ly/2Q2PngD
Kepler-965 System,http://bit.ly/2Iz4jPB,Kepler-965,2.088366E30,800054.9999999999,5886.0,http://bit.ly/336nzNZ,Kepler-965 b,21590.584,0.0,0.0,0.0,134.2527298,http://bit.ly/2Q2PngD
Kepler-976 System,http://bit.ly/2Iz4jPB,Kepler-976,1.7303604E30,577431.0,5232.0,http://bit.ly/336nzNZ,Kepler-976 b,25236.676,0.0,0.0,0.0,105.9564148,http://bit.ly/2Q2PngD
Kepler-207 System,http://bit.ly/2Iz4jPB,Kepler-207,0.0,1106163.0,5920.0,http://bit.ly/336nzNZ,Kepler-207 b,10008.880000000001,0.0,4338338.259000001,0.0,1.611865,http://bit.ly/2Q2PngD
Kepler-207 System,http://bit.ly/2Iz4jPB,Kepler-207,0.0,1106163.0,5920.0,http://bit.ly/336nzNZ,Kepler-207 c,9579.928,0.0,6582306.324,0.0,3.071571,http://bit.ly/2Q2PngD
Kepler-207 System,http://bit.ly/2Iz4jPB,Kepler-207,0.0,1106163.0,5920.0,http://bit.ly/336nzNZ,Kepler-207 d,21090.14,0.0,1.0172655228E7,0.0,5.868075,http://bit.ly/2Q2PngD
LkCa 15 System,http://bit.ly/2Iz4jPB,LkCa 15,0.0,0.0,0.0,http://bit.ly/336nzNZ,LkCa 15 b,0.0,0.0,2.1990887037E9,0.0,0.0,http://bit.ly/2Q2PngD
LkCa 15 System,http://bit.ly/2Iz4jPB,LkCa 15,0.0,0.0,0.0,http://bit.ly/336nzNZ,LkCa 15 c,0.0,0.0,2.7825204006000004E9,0.0,0.0,http://bit.ly/2Q2PngD
11 UMi System,http://bit.ly/2Iz4jPB,11 UMi,5.5291976E30,2.0724903E7,4213.0,http://bit.ly/336nzNZ,11 UMi b,0.0,2.797652E28,2.2888474263E8,0.08,516.21997,http://bit.ly/2Q2PngD
HD 178911 B System,http://bit.ly/2Iz4jPB,HD 178911 B,2.4662608E30,751356.0,5588.0,http://bit.ly/336nzNZ,HD 178911 B b,0.0,1.524094E28,5.086327614E7,0.11,71.484,http://bit.ly/2Q2PngD
Kepler-1051 System,http://bit.ly/2Iz4jPB,Kepler-1051,2.8441556E30,1203561.0,6675.0,http://bit.ly/336nzNZ,Kepler-1051 b,21662.076,0.0,0.0,0.0,25.96200249,http://bit.ly/2Q2PngD
Kepler-1062 System,http://bit.ly/2Iz4jPB,Kepler-1062,1.49169E30,486989.99999999994,4597.0,http://bit.ly/336nzNZ,Kepler-1062 b,11224.244,0.0,0.0,0.0,9.30412078,http://bit.ly/2Q2PngD
Kepler-111 System,http://bit.ly/2Iz4jPB,Kepler-111,0.0,807012.0,5952.0,http://bit.ly/336nzNZ,Kepler-111 b,10080.372,0.0,6881502.066,0.0,3.341815,http://bit.ly/2Q2PngD
Kepler-111 System,http://bit.ly/2Iz4jPB,Kepler-111,0.0,807012.0,5952.0,http://bit.ly/336nzNZ,Kepler-111 c,46541.292,0.0,1.13843979831E8,0.0,224.784608,http://bit.ly/2Q2PngD
Kepler-880 System,http://bit.ly/2Iz4jPB,Kepler-880,2.9038232E30,1210518.0,6761.0,http://bit.ly/336nzNZ,Kepler-880 b,16943.604,0.0,0.0,0.0,7.71468975,http://bit.ly/2Q2PngD
OGLE-2015-BLG-0051L System,http://bit.ly/2Iz4jPB,OGLE-2015-BLG-0051L,1.98892E29,0.0,0.0,http://bit.ly/336nzNZ,OGLE-2015-BLG-0051L b,0.0,1.36656E27,1.0920644583E8,0.0,0.0,http://bit.ly/2Q2PngD
Kepler-413 System,http://bit.ly/2Iz4jPB,Kepler-413,1.6309143999999998E30,542646.0,4700.0,http://bit.ly/336nzNZ,Kepler-413 b,27738.896,4.00478E26,5.31521235663E7,0.1181,66.262,http://bit.ly/2Q2PngD
Kepler-11 System,http://bit.ly/39z5RVD,Kepler-11,1.9093631999999998E30,737442.0,5663.0,http://bit.ly/2Iz4jPB,Kepler-11 b,11510.212,1.1388E25,1.3613406261E7,0.045,10.3039,http://bit.ly/2Q2PngD
Kepler-11 System,http://bit.ly/39z5RVD,Kepler-11,1.9093631999999998E30,737442.0,5663.0,http://bit.ly/2Iz4jPB,Kepler-11 c,18301.952,1.7081999999999998E25,1.6006972196999999E7,0.026,13.0241,http://bit.ly/2Q2PngD
Kepler-11 System,http://bit.ly/39z5RVD,Kepler-11,1.9093631999999998E30,737442.0,5663.0,http://bit.ly/2Iz4jPB,Kepler-11 d,19874.776,4.3654E25,2.3187670005E7,0.004,22.6845,http://bit.ly/2Q2PngD
Kepler-11 System,http://bit.ly/39z5RVD,Kepler-11,1.9093631999999998E30,737442.0,5663.0,http://bit.ly/2Iz4jPB,Kepler-11 e,26738.008,4.745E25,2.9171584845000003E7,0.012,31.9996,http://bit.ly/2Q2PngD
Kepler-11 System,http://bit.ly/39z5RVD,Kepler-11,1.9093631999999998E30,737442.0,5663.0,http://bit.ly/2Iz4jPB,Kepler-11 f,15871.224,1.1388E25,3.739946775E7,0.013,46.6888,http://bit.ly/2Q2PngD
Kepler-11 System,http://bit.ly/39z5RVD,Kepler-11,1.9093631999999998E30,737442.0,5663.0,http://bit.ly/2Iz4jPB,Kepler-11 g,21233.124,1.49942E26,6.9712607886E7,0.15,118.3807,http://bit.ly/2Q2PngD
WASP-49 System,http://bit.ly/2Iz4jPB,WASP-49,1.8298064E30,674829.0,5600.0,http://bit.ly/336nzNZ,WASP-49 b,79356.12000000001,7.022599999999999E26,0.0,0.0,2.78174,http://bit.ly/2Q2PngD
K2-11 System,http://bit.ly/2Iz4jPB,K2-11,2.685042E30,3582855.0000000005,5433.0,http://bit.ly/336nzNZ,K2-11 b,48185.608,0.0,3.37642394847E7,0.0,39.93767,http://bit.ly/2Q2PngD
K2-111 System,http://bit.ly/2Iz4jPB,K2-111,1.7502496E30,855711.0,5730.0,http://bit.ly/336nzNZ,K2-111 b,12153.640000000001,5.135988E25,9290027.7891,0.0,5.35117,http://bit.ly/2Q2PngD
Kepler-435 System,http://bit.ly/2Iz4jPB,Kepler-435,3.0629368E30,2233197.0,6161.0,http://bit.ly/336nzNZ,Kepler-435 b,142269.08,1.5943199999999998E27,1.4181878170799999E7,0.114,8.6001536,http://bit.ly/2Q2PngD
WASP-181 System,http://bit.ly/2Iz4jPB,WASP-181,2.0684768E30,667872.0,5839.0,http://bit.ly/336nzNZ,WASP-181 b,84646.52799999999,5.67502E26,8118676.45917,0.0,4.5195064,http://bit.ly/2Q2PngD
Kepler-1628 System,http://bit.ly/2Iz4jPB,Kepler-1628,1.093906E30,361764.0,3724.0,http://bit.ly/336nzNZ,Kepler-1628 b,41036.407999999996,0.0,0.0,0.0,76.378033,http://bit.ly/2Q2PngD
Kepler-1592 System,http://bit.ly/2Iz4jPB,Kepler-1592,2.3469255999999997E30,890496.0,6213.0,http://bit.ly/336nzNZ,Kepler-1592 b,9794.404,0.0,0.0,0.0,3.05710069,http://bit.ly/2Q2PngD
HIP 8541 System,http://bit.ly/2Iz4jPB,HIP 8541,2.3270363999999997E30,5447331.0,4670.0,http://bit.ly/336nzNZ,HIP 8541 b,0.0,1.0439E28,4.1887403879999995E8,0.16,1560.2,http://bit.ly/2Q2PngD
HD 216435 System,http://bit.ly/2Iz4jPB,HD 216435,2.585596E30,0.0,5999.0,http://bit.ly/336nzNZ,HD 216435 b,0.0,2.39148E27,3.8297054976E8,0.07,1311.0,http://bit.ly/2Q2PngD
Kepler-1147 System,http://bit.ly/2Iz4jPB,Kepler-1147,2.1679228E30,793097.9999999999,5941.0,http://bit.ly/336nzNZ,Kepler-1147 b,16657.636000000002,0.0,0.0,0.0,10.62784997,http://bit.ly/2Q2PngD
NGC 2682 Sand 978 System,http://bit.ly/2Iz4jPB,NGC 2682 Sand 978,2.7248204E30,0.0,4200.0,http://bit.ly/336nzNZ,NGC 2682 Sand 978 b,0.0,4.13764E27,0.0,0.16,511.21,http://bit.ly/2Q2PngD
Kepler-641 System,http://bit.ly/2Iz4jPB,Kepler-641,2.0286984E30,786140.9999999999,5713.0,http://bit.ly/336nzNZ,Kepler-641 b,11796.18,0.0,0.0,0.0,9.48961571,http://bit.ly/2Q2PngD
GJ 3634 System,http://bit.ly/2Iz4jPB,GJ 3634,8.95014E29,299151.0,0.0,http://bit.ly/336nzNZ,GJ 3634 b,0.0,4.9348E25,4293458.8977,0.08,2.64561,http://bit.ly/2Q2PngD
Kepler-1606 System,http://bit.ly/2Iz4jPB,Kepler-1606,1.790028E30,598302.0,5422.0,http://bit.ly/336nzNZ,Kepler-1606 b,13226.02,0.0,0.0,0.0,196.435224,http://bit.ly/2Q2PngD
HD 190647 System,http://bit.ly/2Iz4jPB,HD 190647,2.1281444E30,960065.9999999999,5656.0,http://bit.ly/336nzNZ,HD 190647 b,0.0,3.76753E27,3.33752850201E8,0.224,1176.45,http://bit.ly/2Q2PngD
Kepler-1158 System,http://bit.ly/2Iz4jPB,Kepler-1158,2.8043772E30,1356615.0,6203.0,http://bit.ly/336nzNZ,Kepler-1158 b,14941.828,0.0,0.0,0.0,13.5396293,http://bit.ly/2Q2PngD
Kepler-1169 System,http://bit.ly/2Iz4jPB,Kepler-1169,2.4662608E30,855711.0,6191.0,http://bit.ly/336nzNZ,Kepler-1169 b,6005.328,0.0,0.0,0.0,6.11009134,http://bit.ly/2Q2PngD
Kepler-1617 System,http://bit.ly/2Iz4jPB,Kepler-1617,2.2872579999999997E30,848754.0,6167.0,http://bit.ly/336nzNZ,Kepler-1617 b,7649.644,0.0,0.0,0.0,27.4785572,http://bit.ly/2Q2PngD
Kepler-630 System,http://bit.ly/2Iz4jPB,Kepler-630,2.0286984E30,723528.0,5829.0,http://bit.ly/336nzNZ,Kepler-630 b,20303.728,0.0,0.0,0.0,161.4743937,http://bit.ly/2Q2PngD
K2-22 System,http://bit.ly/2Iz4jPB,K2-22,1.1933519999999999E30,396548.99999999994,3830.0,http://bit.ly/336nzNZ,K2-22 b,15942.716,2.6571999999999995E27,1316461.2648,0.0,0.381078,http://bit.ly/2Q2PngD
Kepler-652 System,http://bit.ly/2Iz4jPB,Kepler-652,1.9292523999999998E30,612216.0,5490.0,http://bit.ly/336nzNZ,Kepler-652 b,15871.224,0.0,0.0,0.0,4.18200253,http://bit.ly/2Q2PngD
Kepler-905 System,http://bit.ly/2Iz4jPB,Kepler-905,1.8894739999999998E30,598302.0,5461.0,http://bit.ly/336nzNZ,Kepler-905 b,9007.992,0.0,0.0,0.0,5.08274652,http://bit.ly/2Q2PngD
K2-33 System,http://bit.ly/2Iz4jPB,K2-33,1.1137952000000001E30,730485.0,3540.0,http://bit.ly/336nzNZ,K2-33 b,32171.4,7.0226E27,0.0,0.0,5.424865,http://bit.ly/2Q2PngD
Kepler-1364 System,http://bit.ly/2Iz4jPB,Kepler-1364,2.9634908E30,1245303.0,6805.0,http://bit.ly/336nzNZ,Kepler-1364 b,13726.464,0.0,0.0,0.0,13.32196237,http://bit.ly/2Q2PngD
Kepler-663 System,http://bit.ly/2Iz4jPB,Kepler-663,1.7104712E30,570474.0,5264.0,http://bit.ly/336nzNZ,Kepler-663 b,16586.144,0.0,0.0,0.0,4.99678284,http://bit.ly/2Q2PngD
Kepler-1386 System,http://bit.ly/2Iz4jPB,Kepler-1386,2.0286984E30,716571.0,5733.0,http://bit.ly/336nzNZ,Kepler-1386 b,7935.612,0.0,0.0,0.0,6.73972381,http://bit.ly/2Q2PngD
Kepler-1375 System,http://bit.ly/2Iz4jPB,Kepler-1375,2.9237124E30,1238346.0,6704.0,http://bit.ly/336nzNZ,Kepler-1375 b,11081.26,0.0,0.0,0.0,3.3004192,http://bit.ly/2Q2PngD
HD 120084 System,http://bit.ly/2Iz4jPB,HD 120084,4.7535188E30,6344783.999999999,4892.0,http://bit.ly/336nzNZ,HD 120084 b,0.0,8.541E27,6.432708453E8,0.66,2082.0,http://bit.ly/2Q2PngD
